int64_field_0,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,_12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxKillDeficit,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,patch,Duree_game,gameCreation,ban_0_teammates,ban_1_teammates,ban_2_teammates,ban_3_teammates,ban_4_teammates,ban_0_ennemies,ban_1_ennemies,ban_2_ennemies,ban_3_ennemies,ban_4_ennemies,First_baron_teammates,Nombre_baron_kill_teammates,First_kill_champion_teammates,Nombre_kill_champion_teammates,First_kill_dragon_teammates,Nombre_kill_dragon_teammates,First_kill_inib_teammates,Nombre_kill_inib_teammates,First_kill_herald_teammates,Nombre_kill_hetald_teammates,First_kill_tower_teammates,Nombre_kill_tower_teammates,First_baron_enemies,Nombre_baron_kill_enemies,First_kill_champion_enemies,Nombre_kill_champion_enemies,First_kill_dragon_enemies,Nombre_kill_dragon_enemies,First_kill_inib_enemies,Nombre_kill_inib_enemies,First_kill_herald_enemies,Nombre_kill_hetald_enemies,First_kill_tower_enemies,Nombre_kill_tower_enemies,match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4
33108,0,0,3,0,0,0,0,13245,15,24,Jax,0,1,2,3698,6737,3698,25743,0,9,0,0,0,1,3,0,0,0,0,0,0,1,8,10790,10510,0,TOP,0,0,1,3161,6632,2420,3108,1052,3111,3340,19,0,4,TOP,0,2,1,432,38363,12216,10639,0,0,0,0,0,0,0,4,1,0,60303,11126,21675,0,0,0,0,0,23,0,HlPAeJAGdexk5QT1XOt3qqtP4OgRtNf4HwznLzvCTOT7GqMQMZeSn4RTqc71UJGYlua0AkzRu4dBLg,0,,,SOLO,0,55,96,60,8,0,5,4,4,12,pirvbQY_jyFW3LhqFZR_fd9c16847i8bgWCazlxzFiVw76I,53,CryOwO,0,100,TOP,30,1700,0,109066,23343,0,33916,0,3784,0,158,108,283,1,0,10400,0,1601,2,2,8,0,13,1,1,8,0,0,219,0,0,0,0,300,0,0,0,"823,5846734","0,1959600829",0,9,4,0,0,0,0,0,29,0,0,0,0,0,0,Pas de valeurs,0,0,"1700,593158",0,"380,7198144",0,4,0,0,0,0,0,"0,7777777778",0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,6632,0,1,0,0,0,4,1,0,0,0,0,1,0,0,24,0,0,0,2,9,0,6,0,7,0,0,1,0,0,1,"0,2112008783",0,1,0,1,0,7,0,0,"0,4737426564",1,1,0,13.14.520.6878,1700,1689963451583,518,78,950,103,555,7,114,30,81,236,1,1,0,27,0,0,0,0,1,1,0,3,0,1,1,55,1,4,1,1,0,1,1,8,KR_6606284115,79,64,238,523,89,24,102,517,145,412
33109,0,0,3,0,0,0,3,10885,13,24,Jax,0,0,2,5930,11313,5930,13488,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,8706,8500,0,TOP,0,1,0,6632,3047,1054,3071,0,0,3340,17,1,5,TOP,0,3,1,367,30793,6182,1520,0,0,0,0,0,0,0,3,6,0,53128,7576,16676,0,0,0,0,0,23,0,HlPAeJAGdexk5QT1XOt3qqtP4OgRtNf4HwznLzvCTOT7GqMQMZeSn4RTqc71UJGYlua0AkzRu4dBLg,0,,,SOLO,0,41,82,56,5,0,4,4,4,12,pirvbQY_jyFW3LhqFZR_fd9c16847i8bgWCazlxzFiVw76I,53,CryOwO,0,200,TOP,14,1327,0,85638,13758,0,18477,0,5046,0,128,107,73,1,0,1717,0,279,1,3,1,0,14,0,2,7,1,0,184,0,0,0,0,300,0,0,0,"621,6980337","0,2880160471",0,3,2,0,0,0,0,0,17,1,0,0,0,0,1,900.5132569,0,0,"1327,842247",0,"393,4157862",0,5,0,0,0,0,0,"2,666666667",1,0,1,0,0,0,0,0,0,62,0,0,0,2,0,0,0,0,0,0,6632,0,2,0,0,0,6,1,0,0,0,0,1,0,0,18,0,0,0,1,7,0,4,0,8,0,0,2,0,0,1,"0,2065585113",0,1,0,0,5,5,0,0,"0,6574800773",2,1,0,13.14.520.6878,1327,1689961809668,421,81,114,18,39,526,121,145,238,78,0,0,1,11,0,0,0,0,1,1,0,1,1,1,0,32,1,2,1,1,0,1,1,8,KR_6606250234,897,950,777,360,89,24,163,45,523,412
33163,0,7,5,1,0,0,13,15265,16,24,Jax,0,4,3,8500,16773,8500,21364,0,0,2,3,0,1,10,0,0,1,0,1,0,0,2,14073,13050,0,TOP,1,1,0,3082,3157,6632,3047,3071,3024,3340,23,1,13,TOP,0,13,2,0,48748,10995,6949,0,11,0,0,1,0,0,8,6,0,82720,15275,13976,0,0,0,0,0,7,0,zw172sqpJziTVPxE32HkWCiEjnii91FQRTJErm_lgZfjh0gbWKY-MRc1yjvSNKFBYgGP0GpLvH7eiQ,0,,,SOLO,0,60,96,63,4,0,2,4,4,12,TYZTcfpSYzlH0fNv-UCVIyfxvEF-bTMgy4juWBD3U5Fg_yY,538,벛꽃연가,0,200,TOP,23,1458,4,132893,26270,0,21193,2,9261,0,169,102,0,1,0,1425,0,267,4,4,2,0,18,2,0,8,1,0,223,0,1,1,0,300,0,0,2,"1080,607323","0,234681382",0,0,3,0,0,0,0,0,25,1,0,0,0,0,1,829.4499673,1,3,"1458,677238",0,"578,8833893",0,10,0,0,0,0,1,18,2,0,3,0,0,0,0,0,0,74,1,1,0,0,0,0,0,0,3,0,6632,0,2,0,0,0,8,1,0,0,0,0,1,0,1,19,0,0,0,4,5,0,2,1,18,0,0,5,0,0,1,"0,3406930484",0,2,0,5,5,8,0,0,"0,755857616",0,0,0,13.14.520.6878,1458,1690085608030,104,950,114,53,61,145,238,53,69,41,0,0,0,15,1,3,0,0,0,0,0,2,1,1,1,34,0,0,1,1,1,2,1,9,KR_6609179888,106,121,157,81,99,24,113,777,360,103
33678,0,2,14,0,0,0,0,20040,18,24,Jax,0,16,5,8139,14861,8139,56355,0,5,3,1,0,1,6,0,0,0,1,0,0,0,1,18438,17875,0,TOP,0,1,0,6632,3157,3193,4401,3047,3071,3340,26,3,11,TOP,0,4,2,558,70984,11692,16021,0,8,0,0,1,0,0,20,6,0,100275,16723,23828,0,0,0,0,0,1386,0,RVkBenFrN5uTaRCBt1PQPGtRsYJWrlMbIE-6JeS5DvAyFjmN7aftvtyd2ngHXNgDMhzp-i6kmqaLlA,0,,,DUO,0,84,146,92,12,0,5,12,6,4,ethpXLkW7G3pum4NChsF4Lnyl5H_gHcfZNarQQsz4cSc-A6dD4-93n7oxQ,262,yiiShen,0,200,TOP,23,2054,4,173724,28835,0,41105,0,10725,0,216,238,212,1,0,2464,419,1255,5,9,7,0,34,3,4,15,1,0,334,0,1,2,0,1300,0,0,3,"842,1165673","0,2243669635",0,5,5,0,0,0,0,0,21,0,0,0,0,0,1,804.9185857,1,4,"2054,521974",0,"538,4644435",0,11,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,71,1,0,0,6,0,0,0,1,1,0,6632,0,7,0,0,0,13,1,0,0,0,0,1,0,1,32,0,0,0,4,12,0,13,0,25,0,0,8,0,0,2,"0,2128389813",0,1,1,4,10,10,0,0,"1,019167997",4,1,1,13.14.520.6878,2054,1689866583616,526,64,107,421,518,53,134,526,85,360,0,0,1,40,1,4,0,0,0,1,0,7,1,2,0,43,0,0,1,1,1,1,1,9,KR_6603829184,150,234,7,145,111,24,203,8,22,201
33695,0,1,5,0,0,0,0,15469,16,24,Jax,0,1,5,10798,14275,10798,28248,0,7,3,1,0,1,2,0,1,0,0,0,0,0,3,13489,12375,0,TOP,1,1,1,1054,2421,6632,3053,3111,3161,3340,29,1,8,TOP,0,5,2,522,46201,9290,13023,0,0,0,1,0,0,0,2,1,0,88993,12662,16916,0,0,0,0,0,5408,0,3HmDyM5KUIQs0mhiRJnWfu8jj1f_Jmq5kqXNGpycYNmjZIor3u3xmFScSoe-Wzlk0cDMtNCKHLQMMg,0,,,SOLO,0,63,121,87,10,0,4,4,5,12,tYzAz3biudrcfCBNRb90DGrxule6CYugXiuiIWEbp3UfmgQ,153,mao nao ni,0,100,TOP,26,1756,0,136039,22422,0,30713,0,4914,0,200,192,185,1,0,844,469,773,4,5,7,0,33,3,6,13,0,0,281,0,0,0,0,0,0,0,3,"765,7655563","0,2383632168",0,7,23,0,1,0,0,0,23,0,0,0,0,0,0,Pas de valeurs,1,1,"1756,871141",0,"460,6855771",0,6,0,0,0,0,0,"1,857142857",1,0,1,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,1,1,6632,0,3,0,0,0,8,1,0,0,0,0,0,0,0,117,0,0,0,3,9,0,4,0,13,0,0,4,0,0,1,"0,2267540178",0,2,0,0,5,9,0,0,"1,133867375",6,5,0,13.14.520.6878,1756,1689926432799,7,30,498,85,526,64,119,18,526,133,1,1,1,29,1,3,1,1,1,2,0,8,0,1,0,33,0,1,0,1,0,0,1,7,KR_6604877475,50,121,55,145,12,24,131,157,360,79
33741,0,0,9,0,1,0,0,11710,14,24,Jax,0,1,3,4672,6901,4672,14299,0,4,2,0,0,1,3,0,0,0,0,0,0,0,0,8197,7600,0,TOP,1,1,0,1054,2031,8020,3111,6632,0,3340,19,0,2,TOP,0,0,1,660,26863,7153,7577,0,4,0,0,0,0,0,4,1,0,43596,6662,14622,0,0,0,0,0,5408,0,3HmDyM5KUIQs0mhiRJnWfu8jj1f_Jmq5kqXNGpycYNmjZIor3u3xmFScSoe-Wzlk0cDMtNCKHLQMMg,0,,,SOLO,0,48,88,43,5,0,3,4,3,12,tYzAz3biudrcfCBNRb90DGrxule6CYugXiuiIWEbp3UfmgQ,154,mao nao ni,0,100,TOP,13,1396,0,70626,13982,0,22955,0,3898,0,123,67,90,1,0,166,166,754,1,3,5,0,29,2,2,9,1,0,184,0,0,1,0,0,0,0,2,"600,737194","0,2514019333",0,4,4,0,0,0,0,0,13,0,0,1,0,0,0,Pas de valeurs,0,3,"1396,558718",0,"352,1693358",0,5,0,0,0,0,0,"2,75",0,0,0,0,0,0,0,0,0,58,0,0,0,11,0,0,0,0,0,0,6632,0,0,0,0,0,10,1,0,0,0,0,0,0,0,21,0,0,0,0,7,0,13,0,11,0,0,2,0,0,1,"0,1663403348",0,1,0,2,5,5,0,0,"1,271188883",2,1,0,13.14.520.6878,1396,1689948902878,113,555,85,950,7,497,107,53,76,360,1,1,0,24,1,2,1,1,0,1,0,6,0,0,1,25,0,0,0,0,1,1,1,5,KR_6605726649,897,245,127,145,412,24,30,777,895,235
33746,0,0,6,0,0,0,0,13348,15,24,Jax,0,0,4,6839,9240,6839,20676,0,2,2,1,0,1,1,0,0,0,0,0,0,0,3,10559,9675,0,TOP,0,0,0,1054,3066,3110,1057,3047,6632,3340,21,1,5,TOP,0,5,2,1264,48769,6959,7814,0,4,1,0,1,0,0,2,6,0,64758,7061,14429,0,0,0,0,0,5408,0,3HmDyM5KUIQs0mhiRJnWfu8jj1f_Jmq5kqXNGpycYNmjZIor3u3xmFScSoe-Wzlk0cDMtNCKHLQMMg,0,,,DUO,0,52,102,75,8,0,3,4,5,12,tYzAz3biudrcfCBNRb90DGrxule6CYugXiuiIWEbp3UfmgQ,153,mao nao ni,0,200,TOP,15,1687,4,117138,14021,0,23089,0,2527,0,156,487,88,1,0,3610,0,846,3,3,3,0,28,3,2,11,1,0,237,0,6,1,0,0,0,0,2,"498,3728483","0,2127006708",0,2,11,0,0,0,0,0,18,0,0,0,0,0,1,837.4363394,0,2,"1688,07656",0,"375,3088534",0,5,0,0,0,0,0,"5,5",2,0,1,0,0,1,0,0,0,53,0,0,0,4,0,0,0,0,1,0,6632,0,1,0,0,0,11,1,0,0,0,0,0,0,0,56,0,0,0,0,9,0,4,0,11,0,0,3,0,0,1,"0,1498642083",0,1,0,0,0,7,0,0,"1,024119766",2,2,1,13.14.520.6878,1687,1689922074432,85,897,134,7,30,85,30,53,7,555,0,0,1,20,1,2,0,0,0,1,0,3,1,1,0,32,0,1,1,1,1,1,1,8,KR_6604736964,950,79,18,145,526,24,154,126,115,497
33751,0,2,7,0,0,0,0,13200,15,24,Jax,0,1,3,3271,6407,3271,24096,0,6,1,0,0,1,1,0,0,0,0,0,0,0,2,9515,9475,0,TOP,0,0,1,4401,3111,3044,1054,6632,1028,3340,23,1,3,TOP,0,3,1,677,48430,7020,12431,0,4,0,1,0,0,0,3,1,0,63461,8442,15802,0,0,0,0,0,5408,0,3HmDyM5KUIQs0mhiRJnWfu8jj1f_Jmq5kqXNGpycYNmjZIor3u3xmFScSoe-Wzlk0cDMtNCKHLQMMg,0,,,SOLO,0,44,92,71,8,0,4,4,4,12,tYzAz3biudrcfCBNRb90DGrxule6CYugXiuiIWEbp3UfmgQ,153,mao nao ni,0,100,TOP,16,1666,2,111892,15462,0,29532,0,3587,0,165,122,199,1,0,0,0,1298,1,1,7,0,17,1,1,11,0,0,215,0,2,0,0,0,0,0,1,"556,5285011","0,222156663",0,6,6,0,0,0,0,0,17,0,0,0,0,0,0,Pas de valeurs,0,3,"1667,054215",0,"342,4649021",0,3,0,0,0,0,0,"1,666666667",1,0,2,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,6,1,0,0,0,0,0,0,0,35,0,0,0,3,10,0,14,0,10,0,0,5,0,0,0,"0,1624456876",0,1,0,3,0,7,0,0,"0,6154636984",1,0,2,13.14.520.6878,1666,1689919806552,85,53,78,950,119,53,555,203,518,266,0,0,0,26,0,0,0,0,1,1,0,4,1,2,1,33,1,4,1,1,0,1,1,7,KR_6604666795,34,254,18,115,89,24,64,268,145,111
33810,1,16,17,0,0,0,0,25280,18,24,Jax,0,17,5,939,2379,939,71590,0,12,2,1,0,1,0,0,0,0,0,0,0,0,0,18588,20405,0,TOP,0,0,6,3053,3157,3071,3110,6632,3111,3340,30,2,9,TOP,0,4,2,546,129547,19188,10787,0,8,0,1,0,0,0,24,1,0,150032,22472,44490,0,0,0,0,0,5764,0,groB-ZWk0qUzHsk00G3Qre57BroEhYyhVxQGx7vby8rT58dBWtTrqSKEe9PwOaWYpvFNy8gVGF5MRw,0,,,DUO,0,98,185,128,17,0,4,4,6,12,k-Y8BZ_kPhHqQ7QChKGJQOVhMwRPNfi_GPYztzWO-MwRMJ9Fp6kESQuKCQ,242,Si Qing,0,100,TOP,23,2587,7,286432,41784,0,60656,0,17183,0,283,1019,430,1,0,6852,123,5378,0,0,11,0,26,3,1,14,0,0,428,0,5,0,0,1200,0,0,2,"968,9611994","0,2482555491",0,12,12,0,0,0,0,0,35,0,0,0,0,0,0,Pas de valeurs,0,5,"2587,409139",0,"431,0638236",0,12,0,0,0,0,0,"2,166666667",1,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,1,0,6632,0,2,0,0,0,16,1,0,0,0,0,1,0,0,61,0,0,0,1,13,0,2,0,26,0,0,0,1,0,1,"0,1884397673",0,1,0,1,5,13,0,0,"0,6215917844",1,1,2,13.14.520.6878,2587,1689867643564,7,421,76,111,360,53,81,122,7,412,1,1,1,53,0,1,0,0,0,1,0,2,0,3,0,56,1,5,1,6,1,1,1,11,KR_6603853930,107,5,4,498,497,24,57,91,145,63
33835,0,1,3,0,0,0,0,14694,15,24,Jax,0,9,9,6277,8284,6277,30370,0,2,8,0,0,1,10,9,0,0,1,0,0,0,0,13480,13250,0,TOP,0,0,0,3133,3047,3067,6632,3181,3110,3340,28,2,7,TOP,0,4,1,1049,67816,6588,3214,0,8,1,0,1,0,0,4,1,0,78951,6493,15364,0,0,0,0,0,18,0,lm7MK1Vi9feMayIV_kjn5aVwh6bSKESXHyxHcQsaNCC9ocS9oSFFEiir9wEzumcaNFO8XXXGAFp_iw,0,,,SOLO,0,62,107,87,6,0,3,4,5,12,JiAQr4nQS8CINnCgcEXMpXJrVcCWAN5fyKvHTDPpGE-KD5liSf3HYsv-eQ,394,pft,0,100,TOP,8,1557,4,154911,13122,0,19317,4,4184,0,213,639,87,1,0,8142,40,739,2,3,3,0,31,8,0,17,1,0,262,0,1,0,0,0,1,0,8,"505,603803","0,2002978178",0,2,0,0,0,0,0,0,9,1,0,0,0,0,1,660.5155599,0,1,"1557,197273",0,"519,4027456",0,4,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,6,1,0,0,0,0,1,0,0,8,0,0,0,2,9,0,4,0,10,0,0,3,0,0,1,"0,1684719757",0,1,1,5,5,10,0,0,"1,22274632",0,0,0,13.14.520.6878,1557,1689937156518,145,950,76,-1,7,166,30,119,107,950,1,1,1,30,0,2,1,2,1,1,1,10,0,0,0,9,1,1,0,0,0,1,0,3,KR_6605214077,133,517,18,498,526,24,20,157,81,497
33843,0,1,8,0,0,0,4,21773,18,24,Jax,0,3,7,4820,11226,4820,27920,0,3,4,0,0,1,9,2,0,0,0,0,0,0,0,15136,13250,0,TOP,0,1,0,3153,3108,2421,3158,6632,3071,3340,27,1,5,TOP,0,4,1,871,91102,14173,6992,0,0,1,0,1,0,0,4,5,0,136851,19377,25253,0,0,0,0,0,18,0,lm7MK1Vi9feMayIV_kjn5aVwh6bSKESXHyxHcQsaNCC9ocS9oSFFEiir9wEzumcaNFO8XXXGAFp_iw,0,,,SOLO,0,77,190,119,11,0,5,4,6,12,JiAQr4nQS8CINnCgcEXMpXJrVcCWAN5fyKvHTDPpGE-KD5liSf3HYsv-eQ,393,pft,0,100,TOP,17,2035,0,230338,33550,0,33013,0,10809,0,279,153,87,1,0,2385,0,767,1,4,5,0,40,4,6,17,1,0,397,0,0,2,0,525,0,0,4,"989,1309591","0,2220198369",0,3,0,0,0,0,0,0,22,0,0,0,0,0,0,Pas de valeurs,0,7,"2035,144206",0,"446,2567004",0,8,0,0,0,0,0,"4,333333333",0,0,1,0,0,0,0,0,0,55,0,0,0,6,0,0,0,0,0,0,6632,0,1,0,0,0,7,Pas de valeurs,0,0,0,0,0,0,0,2,0,0,0,0,13,0,7,0,13,0,0,1,0,1,2,"0,2322332015",0,0,0,0,0,13,0,1,"1,186174733",6,2,1,13.14.520.6878,2035,1689789833787,-1,68,526,-1,-1,30,41,498,145,246,1,2,0,30,1,3,1,1,0,0,0,9,0,0,1,25,0,2,0,0,1,2,1,5,KR_6602298900,58,78,517,67,111,12,113,268,81,24
8095,0,2,8,3,0,0,0,8111,11,99,Lux,0,9,6,603,1182,603,8210,0,5,1,0,0,1,5,0,0,0,0,0,0,0,5,7404,7050,0,UTILITY,0,0,1,3853,2065,2421,2055,4005,3158,3364,19,1,3,TOP,0,3,1,981,31747,7805,3294,0,0,0,1,0,0,0,14,10,0,6679,2070,7226,0,0,0,0,0,1211,0,vQGeiD5bYtIZk61jO7Iy5XH_qH9igSlLOg5TdcD-YSWyD68jca844C0otjUvHhpIQCMaAowpetVMBQ,0,,,SUPPORT,0,33,20,114,9,0,4,14,3,4,KJ7TskHfdbLNxvjvYBE5NwAdrTPS0QleMxIKR88kYeX0Kjs,158,darkchri98,0,200,UTILITY,27,1441,0,38983,10432,1335,11370,0,227,0,35,177,131,1,0,556,556,850,0,0,8,0,40,2,2,23,0,0,176,0,0,0,0,0,0,1,1,"434,2434738","0,135675748",0,5,0,0,1,"1335,985474",0,0,15,0,0,0,0,0,1,734.6236936,0,0,"1441,462186",0,"308,2155393",0,3,0,0,0,0,0,"2,2",0,0,0,0,0,3,0,0,4,8,1,0,0,0,0,0,0,0,0,0,Pas de valeurs,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,17,0,0,0,22,0,1,0,11,0,0,8,0,0,0,"0,2018843814",0,0,0,3,0,1,0,0,"1,70131117",2,2,1,13.14.520.6878,1441,1689930728002,950,526,107,711,24,28,526,950,238,107,1,1,1,29,0,1,1,1,1,2,0,8,0,0,0,15,1,2,0,0,0,0,1,2,EUW1_6509345273,114,56,518,360,111,164,9,3,145,99
8739,2,6,10,0,0,0,0,13345,15,99,Lux,0,4,6,6208,9316,6208,9771,0,5,2,1,0,1,13,2,0,0,0,0,0,1,3,12338,12195,1,MIDDLE,0,1,0,1058,6655,3041,4645,3020,1058,3363,22,1,8,TOP,0,6,2,695,105445,17967,1885,0,0,0,0,0,0,0,18,8,0,13538,1198,10215,0,0,0,0,0,779,0,yzXZ81yr8LrkbGOqmoJ49NO6GYgY5GAxMJ3uaFEX2qG3bTZUSQQKQXvNyY4FHt83ffzQ9sRTfgisGA,0,,,DUO,0,42,18,171,13,0,4,3,3,4,PZHmBrqIPEgWzfkvHyJkM5zrMf3Yxj_ENfFMM09uABXwgxQ,321,Iuxo,0,200,MIDDLE,27,1527,0,119609,19706,2742,13197,0,1420,0,177,394,90,1,0,625,540,1096,3,5,2,0,33,3,4,10,1,0,244,0,0,0,0,450,0,0,2,"774,0846152","0,1428781258",0,5,2,0,0,"2742,279297",0,0,16,0,0,0,0,0,1,914.5338931,1,2,"1527,475637",0,"484,6578299",0,6,0,0,0,1,0,"3,6",4,0,3,1,0,2,0,0,2,79,0,0,0,7,0,0,0,0,1,0,6655,0,2,0,0,0,15,1,0,0,0,1,0,0,0,11,27,0,0,2,3,0,0,0,18,0,0,3,0,0,0,"0,2464727297",0,2,0,3,5,8,0,0,"1,33301394",4,3,0,13.14.520.6878,1527,1690031212028,7,119,887,51,122,114,119,950,26,517,0,0,1,23,1,1,0,0,0,0,0,2,0,0,0,29,0,1,1,1,1,2,1,6,EUW1_6512099783,82,78,238,29,350,266,30,99,360,12
15064,0,6,19,2,0,0,1,8266,11,99,Lux,0,15,6,3543,6763,3543,6813,0,7,4,0,0,1,3,0,0,1,1,0,0,0,8,9521,8250,0,UTILITY,0,1,0,3853,6655,2031,4645,0,3020,3364,20,0,4,TOP,0,0,1,334,44851,15081,3755,0,0,0,0,1,0,0,26,10,0,4615,964,6904,0,0,0,0,0,1211,1,vQGeiD5bYtIZk61jO7Iy5XH_qH9igSlLOg5TdcD-YSWyD68jca844C0otjUvHhpIQCMaAowpetVMBQ,0,,,SUPPORT,0,44,33,137,11,0,4,14,4,4,KJ7TskHfdbLNxvjvYBE5NwAdrTPS0QleMxIKR88kYeX0Kjs,158,darkchri98,0,200,UTILITY,50,1605,0,49899,16477,2988,10877,0,90,0,26,199,125,1,0,432,432,217,1,6,0,0,64,4,7,24,1,0,225,0,0,1,0,0,0,1,3,"615,6012264","0,1104034903",0,7,3,0,2,"2988,533936",0,0,25,0,0,0,0,0,1,823.0639336,0,1,"1606,006562",0,"355,7360518",0,6,0,0,0,0,1,"3,285714286",1,0,2,1,0,0,0,0,7,8,0,0,0,2,0,0,0,0,0,0,6655,0,0,0,0,0,19,1,0,0,0,0,1,0,0,19,28,0,0,0,20,0,2,0,23,0,1,10,0,0,1,"0,1942700799",0,1,0,3,0,0,0,0,"2,423615012",7,5,1,13.14.520.6878,1605,1689932630702,203,200,119,421,38,91,950,119,9,154,0,0,0,23,0,0,0,0,0,0,0,0,1,1,1,33,1,2,1,2,1,1,1,10,EUW1_6509389845,54,59,134,360,412,27,76,126,64,99
