int64_field_0,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,_12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxKillDeficit,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,patch,Duree_game,gameCreation,ban_0_teammates,ban_1_teammates,ban_2_teammates,ban_3_teammates,ban_4_teammates,ban_0_ennemies,ban_1_ennemies,ban_2_ennemies,ban_3_ennemies,ban_4_ennemies,First_baron_teammates,Nombre_baron_kill_teammates,First_kill_champion_teammates,Nombre_kill_champion_teammates,First_kill_dragon_teammates,Nombre_kill_dragon_teammates,First_kill_inib_teammates,Nombre_kill_inib_teammates,First_kill_herald_teammates,Nombre_kill_hetald_teammates,First_kill_tower_teammates,Nombre_kill_tower_teammates,First_baron_enemies,Nombre_baron_kill_enemies,First_kill_champion_enemies,Nombre_kill_champion_enemies,First_kill_dragon_enemies,Nombre_kill_dragon_enemies,First_kill_inib_enemies,Nombre_kill_inib_enemies,First_kill_herald_enemies,Nombre_kill_hetald_enemies,First_kill_tower_enemies,Nombre_kill_tower_enemies,match_id,enemies_0,enemies_1,enemies_2,enemies_3,enemies_4,teammates_0,teammates_1,teammates_2,teammates_3,teammates_4
31241,0,5,2,0,0,0,0,10962,13,24,Jax,0,12,3,2583,10215,2583,19505,0,7,2,0,0,1,1,0,0,0,0,0,0,0,10,8037,7100,0,TOP,0,0,1,3067,1055,0,3133,6632,3111,3340,18,0,2,TOP,0,0,1,478,43462,7845,4608,0,4,0,1,0,0,0,15,1,0,64801,11457,19116,0,0,0,0,0,1453,0,sEVFHaKZ2dV-AY6DUnfXxKZolgRVhea6HOx0x_mBy-qcFO351Bh291hTzkGSygIVBys6T7FgphAJOw,0,,,SOLO,0,39,82,66,7,0,5,14,3,4,l6JljqRVgOpQG6ENeb22oPN8INLCt4uwm0pWGaJ6tezFWH0,454,DENGLONGMEN,0,100,TOP,11,1446,0,113385,19972,0,23796,2,4390,0,161,92,239,1,0,5121,669,71,1,1,8,0,14,2,1,8,0,0,194,0,0,0,0,0,0,0,2,"828,5505176","0,263857874",0,7,2,0,0,0,0,0,16,2,0,0,0,0,0,Pas de valeurs,0,0,"1446,310376",0,"333,4409943",0,2,0,0,0,0,0,"0,5714285714",0,0,2,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0,0,0,2,6,1,0,0,4,0,0,2,0,0,0,"0,2889502531",0,1,0,1,0,7,0,0,"0,6129649128",1,1,0,13.14.520.6878,1446,1689960834254,236,7,950,58,15,68,58,526,119,950,0,0,0,12,0,2,0,0,1,1,0,2,0,0,1,23,1,2,1,1,0,1,1,8,KR_6606217591,107,64,127,145,497,24,78,234,81,40
31340,0,1,7,0,0,0,2,18913,18,24,Jax,0,2,5,5005,24276,5005,37570,0,4,3,1,0,1,1,0,0,0,0,1,0,1,3,15059,14583,0,TOP,0,1,0,3161,3065,2055,3047,3053,3078,3340,22,1,11,TOP,0,6,2,1139,62793,9098,18281,0,8,0,0,0,0,0,1,1,0,114064,10943,21156,0,0,0,0,0,5408,0,3HmDyM5KUIQs0mhiRJnWfu8jj1f_Jmq5kqXNGpycYNmjZIor3u3xmFScSoe-Wzlk0cDMtNCKHLQMMg,0,,,SOLO,0,80,138,101,9,0,6,4,4,12,tYzAz3biudrcfCBNRb90DGrxule6CYugXiuiIWEbp3UfmgQ,153,mao nao ni,0,100,TOP,26,2155,4,193467,20067,0,41791,0,8964,0,215,169,185,1,0,16610,25,2353,2,2,4,0,40,4,5,16,1,0,328,0,1,2,0,0,0,0,3,"558,4755765","0,24936229",0,4,4,0,2,0,0,0,28,0,0,0,0,0,1,860.2597898,0,11,"2155,966596",0,"419,0991055",0,11,0,0,0,0,0,"4,5",1,0,3,0,0,0,0,0,0,64,1,0,0,1,0,0,0,0,1,0,3078,0,2,0,0,0,11,1,0,0,0,0,1,0,1,24,0,0,0,3,13,0,3,1,18,0,0,5,0,0,2,"0,1876601078",0,2,1,1,0,10,0,0,"1,138229914",5,1,0,13.14.520.6878,2155,1689941856083,85,526,-1,30,7,950,526,76,145,7,1,2,0,25,0,4,1,1,1,2,1,7,0,0,1,15,1,1,0,0,0,0,0,4,KR_6605387512,133,203,68,163,497,24,57,238,498,16
31620,0,5,2,1,0,0,2,17302,17,24,Jax,0,2,4,17507,33720,17507,23602,0,2,3,0,1,1,7,0,0,0,0,0,0,0,0,14262,11575,0,TOP,1,1,0,1054,0,3071,3091,6632,3047,3340,26,1,7,TOP,0,5,1,858,84462,11205,12828,0,14,1,0,1,0,0,13,10,0,131313,12016,14127,0,0,0,0,0,5764,0,groB-ZWk0qUzHsk00G3Qre57BroEhYyhVxQGx7vby8rT58dBWtTrqSKEe9PwOaWYpvFNy8gVGF5MRw,0,,,SOLO,0,66,153,97,7,0,4,4,3,12,k-Y8BZ_kPhHqQ7QChKGJQOVhMwRPNfi_GPYztzWO-MwRMJ9Fp6kESQuKCQ,244,Si Qing,0,200,TOP,20,1712,4,215775,23222,0,27459,2,7306,0,233,136,60,1,0,0,0,502,6,7,2,0,29,3,4,12,1,0,323,0,3,0,0,0,0,0,3,"813,6950604","0,2388216349",0,1,0,0,1,0,0,0,22,2,0,0,0,0,0,Pas de valeurs,1,3,"1712,339253",0,"499,7379671",0,4,0,0,0,0,0,"4,5",0,0,5,0,0,0,0,0,0,70,0,0,0,2,0,0,0,0,0,0,6632,1,2,0,0,0,4,Pas de valeurs,0,0,0,0,0,0,0,8,0,0,0,3,9,0,15,0,9,0,0,3,0,0,0,"0,2170040761",0,0,0,2,0,11,0,0,"1,044012414",4,1,0,13.14.520.6878,1712,1689946527987,526,7,421,122,53,58,246,526,517,107,1,1,1,24,1,1,0,0,1,2,1,2,0,0,0,31,0,3,1,2,0,0,0,11,KR_6605600614,79,64,55,18,12,40,203,127,67,24
31863,0,5,5,0,0,0,0,13247,15,24,Jax,0,12,2,4737,17839,4737,37957,0,7,1,0,1,1,2,0,0,0,0,0,0,0,0,11462,11460,0,TOP,0,0,2,1052,0,3071,3156,6632,3111,3340,22,0,3,TOP,0,0,1,650,54283,11214,9352,0,16,0,1,0,0,0,17,1,0,90901,16167,28271,0,0,0,0,0,5764,0,groB-ZWk0qUzHsk00G3Qre57BroEhYyhVxQGx7vby8rT58dBWtTrqSKEe9PwOaWYpvFNy8gVGF5MRw,0,,,SOLO,0,58,133,93,11,0,3,4,5,12,k-Y8BZ_kPhHqQ7QChKGJQOVhMwRPNfi_GPYztzWO-MwRMJ9Fp6kESQuKCQ,242,Si Qing,0,100,TOP,30,1967,8,147820,27515,0,38132,0,8226,0,174,141,208,1,0,2635,133,508,2,2,10,0,25,1,2,12,0,0,295,0,4,0,0,450,0,0,1,"839,0429966","0,2416507418",0,7,4,0,1,0,0,0,34,0,0,1,0,0,1,779.1258584,0,1,"1967,640848",0,"349,5424009",0,5,0,0,0,0,0,"1,142857143",0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,6,1,0,0,0,0,2,0,1,21,0,0,0,0,11,0,4,0,8,0,0,2,0,0,0,"0,2457182495",0,2,0,1,10,8,0,0,"0,7651910207",2,1,1,13.14.520.6878,1967,1689861316600,526,421,43,85,18,203,81,166,68,107,0,0,0,18,0,1,0,0,1,2,1,4,1,2,1,27,1,3,1,2,0,0,0,10,KR_6603617911,58,78,112,360,497,24,64,7,74,12
31898,0,0,9,0,0,0,5,19024,18,24,Jax,0,0,2,5144,12903,5144,31131,0,4,1,2,0,1,7,0,0,0,0,1,0,0,6,13742,11275,1,TOP,0,0,0,3191,2420,3047,6632,3071,1038,3340,21,1,6,TOP,0,5,2,420,77508,14063,8741,0,16,0,0,0,0,0,3,6,0,116815,16106,23568,0,0,0,0,0,3712,0,5gqM1yotwDg9UGVrMykBESNHQDK6OjYk6bSfU-WrLqhOkNjXuY3ufbuHffTf-EtPWxAvQKPgZUjt9A,0,,,DUO,0,71,159,97,10,0,4,4,5,12,WM_8XXEZ9hRcwwSQu8elxLDD6dbAfaJfKp2Yr6EJBA7bLYc,267,Wontae1,0,200,TOP,27,1827,6,198657,30191,0,33891,4,9741,0,245,211,134,1,0,4335,21,1581,2,2,4,0,20,1,1,10,1,0,337,0,8,0,0,0,0,0,1,"991,3025594","0,2266328575",0,4,1,0,1,0,0,0,27,1,0,0,0,0,1,863.74796,0,3,"1827,370911",0,"451,2343683",0,9,0,0,0,0,0,"3,75",0,0,1,0,0,0,0,0,0,84,0,0,0,3,0,0,0,0,2,1,6632,0,0,0,0,0,12,1,0,0,0,0,0,0,1,9,0,0,0,0,9,0,10,1,15,0,0,0,0,0,1,"0,2519011681",0,1,0,2,0,11,0,0,"0,6592094069",1,1,0,13.14.520.6878,1827,1689850276765,107,53,238,81,-1,107,119,7,145,203,1,1,1,31,0,1,0,0,1,1,0,4,0,1,0,37,1,3,1,1,0,1,1,8,KR_6603217842,897,76,166,360,526,24,20,268,498,78
31996,0,2,2,0,0,0,0,12245,14,24,Jax,0,1,9,6043,8748,6043,16351,0,3,5,0,0,1,4,2,0,0,1,0,0,1,0,10099,10100,0,TOP,0,0,0,3111,3181,2055,3133,6632,1028,3340,24,1,4,TOP,0,4,1,880,50256,6247,7190,0,0,0,0,0,0,0,4,1,0,57614,4366,11460,0,0,0,0,0,18,0,lm7MK1Vi9feMayIV_kjn5aVwh6bSKESXHyxHcQsaNCC9ocS9oSFFEiir9wEzumcaNFO8XXXGAFp_iw,0,,,SOLO,0,44,86,71,7,0,3,4,4,12,JiAQr4nQS8CINnCgcEXMpXJrVcCWAN5fyKvHTDPpGE-KD5liSf3HYsv-eQ,395,pft,0,100,TOP,11,1381,0,107870,10613,0,18906,0,2323,0,194,127,51,1,0,0,0,254,1,2,3,0,26,6,2,13,0,0,208,0,0,0,0,0,0,0,5,"460,9879732","0,188326853",0,3,1,0,0,0,0,0,11,0,0,0,0,0,1,817.7125369,0,0,"1381,447628",0,"438,6558884",0,3,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,87,0,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,5,1,0,0,0,0,0,0,0,10,0,0,0,1,8,0,6,0,6,0,0,4,0,0,0,"0,1473226648",0,1,0,4,5,9,0,1,"1,171130612",2,0,1,13.14.520.6878,1381,1689962620011,121,-1,266,78,-1,526,145,950,-1,107,0,0,0,25,0,1,0,0,1,1,1,4,0,0,1,27,1,2,0,0,0,0,0,3,KR_6606269072,79,234,18,15,902,24,113,126,81,43
32000,0,0,3,0,0,0,3,11886,14,24,Jax,0,4,6,11778,11778,11778,17715,0,3,3,1,0,1,1,3,0,0,0,0,0,0,0,10142,10000,0,TOP,0,1,0,3047,2055,2421,3071,6632,3108,3340,16,1,7,TOP,0,3,2,742,41745,10003,2798,0,0,0,0,1,0,0,1,6,0,60883,11982,16212,0,0,0,0,0,18,0,lm7MK1Vi9feMayIV_kjn5aVwh6bSKESXHyxHcQsaNCC9ocS9oSFFEiir9wEzumcaNFO8XXXGAFp_iw,0,,,DUO,0,37,96,70,8,0,4,4,4,12,JiAQr4nQS8CINnCgcEXMpXJrVcCWAN5fyKvHTDPpGE-KD5liSf3HYsv-eQ,394,pft,0,200,TOP,13,1325,0,107108,21985,0,20286,0,5833,0,151,134,105,1,0,4480,0,1275,5,5,1,0,21,4,0,10,1,0,211,0,0,0,0,0,0,0,3,"995,4991007","0,2503436162",0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,Pas de valeurs,0,1,"1325,067629",0,"459,2790788",0,2,0,0,0,0,0,"3,333333333",0,0,1,0,0,0,0,0,0,83,0,0,0,4,0,0,0,0,1,0,6632,0,2,0,0,0,7,1,0,0,0,0,0,0,0,5,0,0,0,3,7,0,1,0,10,0,0,4,1,0,1,"0,2338382574",0,1,0,3,5,7,0,0,"0,9738264423",0,0,0,13.14.520.6878,1325,1689959621331,-1,421,950,76,68,266,119,145,555,78,0,0,1,14,1,1,0,0,1,1,1,1,1,1,0,33,0,1,1,2,0,1,0,10,KR_6606189435,58,245,234,498,111,24,64,134,81,497
32180,0,0,6,0,0,0,0,21370,18,24,Jax,0,6,6,11858,20852,11858,38843,0,8,1,1,0,1,5,1,0,1,0,0,0,0,0,16292,17155,0,TOP,0,1,0,6632,3193,3156,3158,3066,3181,3340,29,1,7,TOP,0,5,2,399,77472,5404,19286,0,10,1,0,1,0,0,1,6,0,146063,9102,16954,0,0,0,0,0,5922,0,RVkBenFrN5uTaRCBt1PQPGtRsYJWrlMbIE-6JeS5DvAyFjmN7aftvtyd2ngHXNgDMhzp-i6kmqaLlA,0,,,SOLO,0,79,157,70,7,0,5,12,5,4,ethpXLkW7G3pum4NChsF4Lnyl5H_gHcfZNarQQsz4cSc-A6dD4-93n7oxQ,263,yiiShen,0,200,TOP,6,2164,6,244277,14507,0,37775,0,4936,0,272,137,253,1,0,20741,0,1534,5,5,6,0,35,2,8,14,1,0,313,0,4,1,0,300,0,0,1,"402,1826141","0,2112068645",0,8,100,0,1,0,0,0,9,0,0,0,0,0,0,Pas de valeurs,0,4,"2164,24934",0,"451,671058",0,3,0,0,0,0,0,"1,625",0,0,0,0,0,1,0,0,0,61,0,0,0,8,0,0,0,0,1,0,6632,0,0,0,0,0,3,1,0,0,0,0,0,0,1,502,0,0,0,2,10,0,2,0,13,0,0,2,0,0,2,"0,106868833",0,0,0,1,0,13,0,0,"0,9728168937",8,3,0,13.14.520.6878,2164,1689964197912,526,68,76,-1,145,60,555,950,-1,7,0,0,0,35,1,4,0,0,1,2,1,6,1,2,1,33,0,2,1,1,0,0,0,8,KR_6606298094,84,64,268,498,497,24,57,238,523,143
32302,0,0,1,0,0,0,8,12622,14,24,Jax,0,0,1,5521,14564,5521,11776,0,0,0,1,0,1,2,0,0,1,0,1,0,1,1,11077,9750,0,TOP,0,0,0,3071,3111,1054,6632,1053,1043,3340,22,1,8,TOP,0,8,2,0,41547,7349,7891,0,0,0,0,0,0,0,2,6,0,70361,8032,8992,0,0,0,0,0,23,0,HlPAeJAGdexk5QT1XOt3qqtP4OgRtNf4HwznLzvCTOT7GqMQMZeSn4RTqc71UJGYlua0AkzRu4dBLg,0,,,SOLO,0,48,88,61,6,0,2,4,3,12,pirvbQY_jyFW3LhqFZR_fd9c16847i8bgWCazlxzFiVw76I,53,CryOwO,0,200,TOP,22,1256,0,114103,15542,0,17042,0,5131,0,168,215,0,1,0,2194,160,157,1,1,1,0,17,0,4,6,1,0,203,0,0,1,0,150,0,0,0,"742,2620246","0,2608782317",0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,834.7243058,0,0,"1256,36282",0,"529,0078087",0,5,0,0,0,1,1,9,1,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,1,1,0,6632,0,2,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,1,9,0,0,4,0,0,1,"0,2819128895",0,1,0,5,10,7,0,0,"0,8155028431",4,2,0,13.14.520.6878,1256,1689976549030,64,7,111,266,145,12,2,76,7,950,0,0,0,8,0,0,0,0,1,1,0,1,1,1,1,24,1,2,0,0,0,1,1,5,KR_6606397883,106,30,166,498,497,24,104,360,134,526
32631,0,4,4,0,0,0,0,12165,14,24,Jax,0,8,1,3621,3884,3621,16707,0,6,0,2,0,1,1,0,0,0,0,0,0,0,0,10090,8150,0,TOP,0,1,0,1054,0,3071,0,6632,3047,3340,15,1,7,TOP,0,4,2,362,41697,9001,8223,0,12,0,0,0,0,0,11,6,0,65584,11489,14732,0,0,0,0,0,5764,0,groB-ZWk0qUzHsk00G3Qre57BroEhYyhVxQGx7vby8rT58dBWtTrqSKEe9PwOaWYpvFNy8gVGF5MRw,0,,,SOLO,0,51,99,82,7,0,4,4,5,12,k-Y8BZ_kPhHqQ7QChKGJQOVhMwRPNfi_GPYztzWO-MwRMJ9Fp6kESQuKCQ,247,592295,0,200,TOP,18,1468,8,112430,20731,0,23546,4,2668,0,134,173,131,1,0,5148,240,591,1,3,1,0,14,0,0,8,1,0,239,0,2,0,0,0,1,0,0,"847,1542103","0,2450330774",0,6,0,0,0,0,0,0,20,1,0,0,0,0,1,849.0413093,1,2,"1468,313967",0,"412,3485855",0,6,0,0,0,1,0,"1,833333333",0,0,0,0,0,0,0,0,0,55,0,0,0,3,0,0,0,0,2,1,6632,0,1,0,0,0,10,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,5,0,11,0,0,4,0,0,1,"0,1870666423",0,2,0,1,0,6,0,0,"0,5763514974",0,0,0,13.14.520.6878,1468,1690044017998,119,421,360,30,7,35,203,-1,950,107,0,0,1,27,1,1,0,0,0,0,0,1,1,1,0,42,0,1,1,1,1,2,1,8,KR_6608568731,58,200,517,145,111,24,526,84,22,12
32994,0,0,3,0,0,0,2,10384,13,24,Jax,0,2,3,4843,10648,4843,13009,0,2,1,0,0,1,2,0,0,0,0,0,0,1,0,9774,9575,0,TOP,0,0,0,1054,1057,3071,1028,6632,3111,3340,19,0,5,TOP,0,2,1,481,34721,5087,5987,0,3,0,0,0,0,0,12,1,0,57053,6951,12515,0,0,0,0,0,5764,0,groB-ZWk0qUzHsk00G3Qre57BroEhYyhVxQGx7vby8rT58dBWtTrqSKEe9PwOaWYpvFNy8gVGF5MRw,0,,,SOLO,0,42,85,58,5,0,3,4,2,12,k-Y8BZ_kPhHqQ7QChKGJQOVhMwRPNfi_GPYztzWO-MwRMJ9Fp6kESQuKCQ,245,Si Qing,0,100,TOP,7,1258,2,109639,12059,0,18806,0,4139,0,151,88,56,1,0,17865,20,302,2,4,0,0,15,1,2,7,1,0,190,0,2,0,0,0,0,0,1,"575,0496914","0,2687815801",0,2,5,0,1,0,0,0,8,0,0,0,0,0,1,670.5920603,1,1,"1258,259298",0,"466,0861457",0,1,0,0,0,1,1,4,0,0,3,0,0,0,0,0,0,72,0,0,0,2,0,0,0,0,0,0,6632,0,1,0,0,0,5,1,0,0,0,0,1,0,0,27,0,0,0,3,6,0,4,1,8,0,0,4,0,0,0,"0,1882628416",0,2,0,5,5,7,0,0,"0,7238840036",2,2,1,13.14.520.6878,1258,1689967975580,166,76,53,145,107,64,107,526,12,-1,0,0,0,24,1,2,0,0,1,2,1,6,0,0,1,18,0,1,0,0,0,0,0,0,KR_6606337937,58,60,7,22,497,24,30,421,523,555
33015,0,0,9,0,0,0,4,14742,16,24,Jax,0,3,3,3909,10466,3909,13950,0,2,2,1,0,1,1,0,0,0,0,0,0,0,1,10740,9385,0,TOP,0,1,0,6632,1052,2420,3181,1054,3047,3340,31,1,6,TOP,0,4,2,792,35575,9085,3121,0,0,1,0,1,0,0,2,1,0,61579,9147,15209,0,0,0,0,0,23,0,HlPAeJAGdexk5QT1XOt3qqtP4OgRtNf4HwznLzvCTOT7GqMQMZeSn4RTqc71UJGYlua0AkzRu4dBLg,0,,,SOLO,0,52,97,71,9,0,3,4,3,12,pirvbQY_jyFW3LhqFZR_fd9c16847i8bgWCazlxzFiVw76I,50,CryOwO,0,100,TOP,12,1626,0,99540,18232,0,20296,0,4234,0,140,95,60,1,0,2385,0,1965,2,5,4,0,15,2,5,8,1,0,229,0,0,1,0,300,0,0,2,"672,6235568","0,2102462629",0,2,1,0,2,0,0,0,17,0,0,0,0,0,0,Pas de valeurs,0,3,"1626,394902",0,"396,248898",0,9,0,0,0,0,0,"7,5",2,0,2,0,0,0,0,0,0,47,0,0,0,8,0,0,0,0,1,0,6632,0,1,0,0,0,11,1,0,0,0,0,0,0,0,9,0,0,0,2,6,0,2,0,15,0,0,2,0,0,1,"0,1919627513",0,1,0,1,5,6,0,0,"0,5868238573",6,4,0,13.14.520.6878,1626,1689835618198,360,7,78,497,166,53,107,166,-1,266,1,1,1,30,1,3,1,1,0,1,0,7,0,0,0,20,0,1,0,0,1,1,1,4,KR_6602872223,114,76,238,119,12,24,234,103,145,526
33076,0,0,3,1,0,0,1,13502,15,24,Jax,0,2,5,6192,6192,6192,23678,0,6,3,0,0,1,21,3,0,1,0,0,0,0,5,10901,9225,0,TOP,1,1,1,0,3123,3158,3181,1029,6632,3340,24,0,6,TOP,0,2,1,405,50371,9072,9366,0,0,1,0,1,0,0,5,6,0,77938,11663,14104,0,0,0,0,0,5843,0,Y834PPANfRU459L-nhxeNR4fJjpjuKde1pJnrEExB-G3ykaMtN4-25GA0TRsF1A_sIoxIC6kUzueVQ,0,,,SOLO,0,56,102,66,8,0,4,4,4,12,OekZhiHFfzB1hK-ZoQU94jP4Xz_ev9aQtOrLGbbxblGicdvfCAYjCFS6Ig,419,날 묻지마,0,200,TOP,14,1536,0,128310,20735,0,26664,0,4479,0,196,131,206,1,0,0,0,3193,1,4,5,0,26,4,1,12,1,0,232,0,0,0,0,0,0,0,2,"809,692877","0,2650236533",0,5,2,0,0,0,0,0,14,0,0,0,0,0,0,Pas de valeurs,0,1,"1536,562065",0,"425,6672193",0,1,0,0,0,0,0,"1,5",0,0,4,0,0,0,1,0,0,81,0,0,1,0,0,0,0,0,0,0,6632,0,1,0,0,0,4,1,0,0,0,0,0,0,0,11,0,0,0,4,9,0,0,0,9,0,0,4,0,0,0,"0,2425678414",0,1,0,3,0,9,0,0,"1,046651041",1,1,0,13.14.520.6878,1536,1690087729980,91,85,119,360,111,103,555,119,107,76,1,1,0,18,0,0,1,1,1,1,1,5,0,0,1,32,1,3,0,1,0,1,0,8,KR_6609247776,114,64,7,81,147,24,59,3,895,350
33103,0,0,5,0,1,0,1,15850,16,24,Jax,0,1,1,10352,18031,10352,27122,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,13450,11450,0,TOP,1,1,0,3153,3047,3071,6632,0,0,3340,24,1,9,TOP,0,4,1,400,48789,12125,10201,1,4,0,0,1,0,0,4,6,0,83257,12799,19770,0,0,0,0,0,23,0,HlPAeJAGdexk5QT1XOt3qqtP4OgRtNf4HwznLzvCTOT7GqMQMZeSn4RTqc71UJGYlua0AkzRu4dBLg,0,,,SOLO,0,57,104,67,11,0,5,4,5,12,pirvbQY_jyFW3LhqFZR_fd9c16847i8bgWCazlxzFiVw76I,54,CryOwO,0,200,TOP,21,1761,0,137609,25225,0,30438,0,6753,0,158,117,170,1,0,5562,300,466,4,5,4,0,15,0,2,8,1,0,239,0,0,2,0,150,0,0,0,"859,3278384","0,224845787",0,5,0,0,0,0,0,0,22,0,0,0,0,0,1,722.7548141,0,1,"1761,261793",0,"458,2026187",0,8,0,0,0,1,0,"2,8",3,1,4,0,0,0,0,0,0,57,0,0,0,2,0,0,0,0,0,0,6632,0,1,0,0,0,9,1,0,0,0,0,1,0,0,4,0,0,0,2,8,0,2,0,14,0,0,1,0,0,2,"0,1930481024",0,1,0,1,5,7,0,0,"0,5131690684",2,1,0,13.14.520.6878,1761,1690036383361,136,166,950,30,68,-1,74,238,950,78,0,0,0,28,0,1,0,0,1,1,0,4,1,2,1,37,1,3,1,2,0,1,1,10,KR_6608234232,58,64,7,145,111,24,104,34,498,53
